apk_name;analysisSeeds;forbiddenMethodErrors;typestateErrorTimeouts(seed);typestateError(seed);typestateError_Cipher;typestateError_PBEParameterSpec;typestateError_SecretKeySpec;typestateError_PBEKeySpec;typestateError_IVParameterSpec;typestateError_AlgorithmParameters;typestateError_DSAGenParameterSpec;typestateError_SecretKey;typestateError_SecretKeyFactory;typestateError_DHParameterSpec;typestateError_DSAParameterSpec;typestateError_DHGenParameterSpec;typestateError_KeyGenerator;typestateError_GCMParameterSpec;typestateError_SecureRandom;typestateError_HMACParameterSpec;typestateError_KeyStore;typestateError_Signature;typestateError_KeyPairGenerator;typestateError_MessageDigest;typestateError_KeyPair;typestateError_Mac;typestateError_RSAKeyGenParameterSpec;typestateError(unit);missingPredicates;missingPredicates_Cipher;missingPredicates_PBEParameterSpec;missingPredicates_SecretKeySpec;missingPredicates_PBEKeySpec;missingPredicates_IVParameterSpec;missingPredicates_AlgorithmParameters;missingPredicates_DSAGenParameterSpec;missingPredicates_SecretKey;missingPredicates_SecretKeyFactory;missingPredicates_DHParameterSpec;missingPredicates_DSAParameterSpec;missingPredicates_DHGenParameterSpec;missingPredicates_KeyGenerator;missingPredicates_GCMParameterSpec;missingPredicates_SecureRandom;missingPredicates_HMACParameterSpec;missingPredicates_KeyStore;missingPredicates_Signature;missingPredicates_KeyPairGenerator;missingPredicates_MessageDigest;missingPredicates_KeyPair;missingPredicates_Mac;missingPredicates_RSAKeyGenParameterSpec;checkedConstraints;internalConstraintViolations;internalConstraintViolations_Cipher;internalConstraintViolations_PBEParameterSpec;internalConstraintViolations_SecretKeySpec;internalConstraintViolations_PBEKeySpec;internalConstraintViolations_IVParameterSpec;internalConstraintViolations_AlgorithmParameters;internalConstraintViolations_DSAGenParameterSpec;internalConstraintViolations_SecretKey;internalConstraintViolations_SecretKeyFactory;internalConstraintViolations_DHParameterSpec;internalConstraintViolations_DSAParameterSpec;internalConstraintViolations_DHGenParameterSpec;internalConstraintViolations_KeyGenerator;internalConstraintViolations_GCMParameterSpec;internalConstraintViolations_SecureRandom;internalConstraintViolations_HMACParameterSpec;internalConstraintViolations_KeyStore;internalConstraintViolations_Signature;internalConstraintViolations_KeyPairGenerator;internalConstraintViolations_MessageDigest;internalConstraintViolations_KeyPair;internalConstraintViolations_Mac;internalConstraintViolations_RSAKeyGenParameterSpec;negationContradictions;callgraphTime(ms);totalTime(ms);typestateTime(ms);typestateTime/NoBoomerang(ms);taintTime(ms);boomerangTime(ms);constraint(ms);visitedMethods;allMethods;max_accesspath
com.caeteris.kakeboApp-0030446BCA4B05DC16EE4E1BB275B688BDC8429D7A9D52E65D9D2D85E4279DD2.apk;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;44371;1531;421;361;40;60;1070;5;2236;0
com.facetime.android.jedsi-03EC15FCFCADAFFEEAF87311A2F8516D140A81407023D2D182C73E3A19BC5868.apk;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;54520;2595;1025;688;336;337;1234;7;2453;0
com.batoki.kids.toddlers.baby.care.babysitter-0A214EC3976185CCF3F6EAD8FA22F5D5E0E9B45FD728EDA961024CCF1FD8202F.apk;43;1;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;6;9;4;0;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;206491;644150;615458;79193;6905;536265;21787;2025;14621;5
com.pooandplay.towerpowerbattleroyale-060005DB4EF10741714F46EDAA1AEB83E898727E7FC01B8F16C9373ECBA75189.apk;9;1;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;3;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;61956;108317;102143;55320;105;46823;6069;59;2576;5
com.oxo.lips.decoration.makeover-07C7137D12ABE140224FE616E8631110EF2748D8DDF7F8D757EE80DFDF5A1D9C.apk;16;1;1;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;4;3;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;86120;88777;82336;62927;634;19409;5807;78;4470;5
kr.edup.gostop_healing-1069C46A03C9A7B5D0C21DF8A8B030704EC637EA118EE4A2157EEA91EE13D9EC.apk;60;5;2;5;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;5;13;5;0;5;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;17;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;0;202746;386566;282885;79430;7914;203455;95767;281;8096;5
com.real.catherinehayward-0EA125FBE443ABE8C494A93EC645FF5D85B832A26E9AF2B18E0026A332AECB92.apk;19;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;110017;297370;264782;64310;816;200472;31772;97;3572;5
com.andromo.dev474745.app581635-11D08C446A9F7450FA89B3A3C19D54F4D8261499A51875796C6534B991348DF5.apk;9;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;63122;2199;852;619;288;233;1059;7;2174;0
com.DrawingBeginners.asolelek-01A77B20A04A399C2F03359F654737C97BE0F39E386C5FEA300BB6B5A594216D.apk;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;58547;7114;2885;2535;1750;350;2479;9;1345;0
com.hammerhead.undergroundcrew-0547FCD2B106EDAF8DED03DBF25E65B8FCCC3DE93A0ED350DF349C4E06F47A23.apk;17;1;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;5;3;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;53932;140231;135625;19715;487;115910;4119;545;4369;5
com.gameloo.cookiestarthree-054F287FEDCD45A53122C352E898F40FDDD531801E7A5BA3351D4EB48A048143.apk;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;77556;1448;393;294;76;99;979;3;2672;0
com.typing4me.tvguide.KR-092CC3C8182E822158E7CC72A131BB2F0E93A139357E7E485FCED3450DD319DD.apk;7;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;3;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;104388;64984;58590;37840;74;20750;6320;86;3687;5
net.invoice.bee-029A3AB032D78A953A095C532C0C12BE649E49518A1F5AC88A7C8274A2F0FE1A.apk;12;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;46316;2717;1066;931;686;135;965;20;1825;1
com.appdroidapp.geschichtedeutschlands-18E6175E434E22B3DA621F023EA176BF128E20DF599DFECF89D732BCA01479B7.apk;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;64332;6988;2245;1925;1667;320;3076;9;1772;0
com.jetnetinternetbilisimteknolojileri.HillCarrier2-0BE12799FB31D21EBD46FB8151B0689F330FBF45CB891D250407A8FC61FD698C.apk;25;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;58464;255653;240255;64656;1199;175599;14199;127;3995;5
secret.android.codes-0123767202EA3490D09B5FAB5C3BD4B39A2FBCE8117FB58727380EECDCC4BB12.apk;23;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;111955;139079;130557;4405;4536;126152;3986;462;5178;1
com.newweddingdress.leoidentertainment-0118C828210569DE621D9078D9CB1E23177CDCD28BC03BF65E9D37B60B83464F.apk;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;48007;6219;2506;2281;1270;225;2443;9;1345;0
com.teachersparadise.mathpractice-0EECFEF2DDF6DF9D52F8B24771115E31D540140FB3D7B7B65F260C86A6BF4D01.apk;12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;63367;55882;33337;32927;980;410;21565;61;2349;8
com.vanlinhcompany.classicbubbleblaze-1A67DD6F6FD10CB3DE9B8BBDC751D9005AED59451A0E3F8A7A84CE5C311ED862.apk;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;68311;4308;1920;1474;723;446;1665;14;4079;0
com.boom.adanIslam-0520E9FB3A9E1393518B1E762A6C6EEE404D9CA84E13AE03A7A9CF2130C51830.apk;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;105970;5182;2709;2261;323;448;2150;63;2552;6
com.mobileinventor.dramakids-17C2E238611B1E57D31051CB3F3AC43146C734C98530D1888AE61CA394BD4C45.apk;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41599;487;0;0;0;0;487;0;1391;0
com.mindfunk.minus-1616A29C9B22EC97BCC4F5BDD269082C16790819A31FB8B9C7B017DEFAED56C7.apk;18;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;66501;4742;2131;1758;564;373;2047;25;2997;1
com.OctacubeStudios.FourPlayerConnect3-17B273246F7A7DF4D6909568B1849DE08972702F4AEDB80A2C862A27134C4E5D.apk;11;1;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;4;3;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;66388;34398;32193;24532;118;7661;2087;93;2543;5
all.vidiohot.liveshow.collections.hotperiscopelivevidio-15A2BB33426D735871162D5D7CD25A784F4AC8BAE5185A0A4AF4E6C18E182B4F.apk;25;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;9;4;0;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;104474;456722;448809;66143;768;382666;7145;581;5197;5
com.makeshop.powerapp.jssomang-00CBAFAD03BB1F6CDF749D98A8A2754344FECB95E9BD3852DBCDEA351E19B77F.apk;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;28561;3914;2534;951;165;1583;1215;48;1919;1
com.mudpiestidios.pebble-18C8A79F0BFB33CF0AB26D088B4F687D34E3D5591F2D95AA7878106333010A14.apk;3;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34033;102637;93105;93105;0;0;9532;15;2199;3
de.rwth_aachen.rz.rwthapp-06B9EEF70CF9C8C5AF8CC9FBD6AD8A6524A90981CDF7DE27AF319DDCE4318C1A.apk;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;23193;320;0;0;0;0;320;0;679;0
com.timeall.stargm-10D5C5740277F3644DC190954210ECF3E8812919A2ED6FCF191E64BD80E2AAD1.apk;25;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;55602;12973;9374;4620;1512;4754;2087;269;4579;3
com.monstrre.cityramp.ageen.topgafre-11E1B38A221F71408849633D4CCC289C25F728B7721F8425636619C6C0D18EF7.apk;13;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;64175;56156;35437;34821;643;616;20076;111;2849;6
com.bravo.magic.touch.butterfly.lwp-12A722D0FBEAC1F3D56A1B3E7794D970C3C36B5AC26C9C3340EFD99A867A23D0.apk;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;89180;11970;8867;8535;362;332;2741;66;2852;6
com.yawnline-0C2434B77F1F8FB1AE746D948E17E8B43453FF0712252DB72A2A108516FC7C52.apk;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;53228;2626;528;483;159;45;1939;3;3810;0
com.bigbro.ProcessProfiler-13494DDC11C0FAD59DB0FDC0E526C0164AE3C3E5D6CB312CF31F5E05616AE186.apk;14;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;72515;314079;95559;94038;200553;1521;17967;30;3200;1
com.adroit.caveescape-0B5005A83067ABD12FD0B32E1CD4E39ED05E171542BC00A26358709409F1FEFE.apk;10;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;93503;55811;33261;32762;568;499;21982;60;3550;8
com.ArcadePianoLuda.PianoSeven-00A77D38833C8078EE6777D42A14BE6932CD7DE45F014BB98E47AC09345D83D6.apk;9;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;3;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;66413;57023;51576;32478;117;19098;5330;82;2548;5
com.halawyat.akad1-01E523AF8E65DABF17D9D4395014AC9EAF265C9A53D0369B2933B23686C65656.apk;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;42359;4776;1844;1690;871;154;2061;9;1182;0
com.loldevalbion.onlineguide-109B6DE71212DC01626F7C625140491127B4881D4D1C1CCA2C057023BB822823.apk;26;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;98181;191766;177195;33948;1216;143247;13355;442;4890;8
crystal.labs.instavines-19E1806FBE8F4CDA4E3B7E4F7B32850A56FC14A5C1F846F543AD106456AD30A1.apk;20;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;111146;291320;265557;64987;1308;200570;24455;91;3616;5
com.chempakaapps.goodmorninginspirational-00B141A75CEF3454F4037D2CCBB1643B48A2D92EB809CCF9B219630545168E72.apk;24;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;10;4;0;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;16;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;829630;344956;271626;70336;2271;201290;71059;92;7840;5
net.peakgames.Yuzbir-06F1ED1550BE3150516D272D70ED3A40D3DF28F3148CFEF47FA63808EA264E34.apk;37;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;4;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;131758;20287;10188;8171;5943;2017;4156;48;8194;1
skull.black.smoke.cool-06C1F0435815BAE44611355CCC8A0B80EB9CAB581EC4A77A1B672FBF7CEC1AFF.apk;12;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;61210;76579;63701;63348;430;353;12448;211;4107;1
com.infoland.analysis_design_algorithm-1B4FEB50C37EFEECDD0750E3C97C1D8BDEF4E0E30921B6D35FF8042C7F57903E.apk;12;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;71621;55501;33051;32757;643;294;21807;61;2824;8
com.deadtaleonlinefor.undertabletips-018692EB30EFC58242BC4B3F841942485B18D720289B998B7F6C90166B59A647.apk;13;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;4;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;728830;316692;267332;66650;824;200682;48536;96;7649;5
com.uwadev.vdolguankmslm-1AD1B965B82B31B1FAB795238D6EBA36B17BE1F5F0079F73034A78F88E8738EB.apk;25;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;10;4;0;4;0;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;16;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;5;0;0;0;0;680077;439784;272773;71087;4325;201686;162686;109;7961;5
com.yaams.qayamat.kab.ayegi.two-184F0DD9ADB6A9ABB7F9B59D3547D79DF478BEF0213EB62D7965EB878DDA6B44.apk;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;43350;904;256;225;38;31;610;1;1171;0
com.hissab.alhaml-1575B96377960D53C1CC798F91305B7B96B7DD61F456FD08EB7B2D3DAD73EE2D.apk;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;43087;4399;1766;1593;874;173;1759;9;1185;0
com.fmxsolucoes.whirlpool-014F8F382FD378C4C3095AD135C5AFF2D35F6D1BADB422A36EA50C9616A3EFFA.apk;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;111645;6365;1666;1397;771;269;3928;2;7367;0
com.kamila.bajurenangmuslimah-06A4EE7042C25D06D4B4102871AD98726E4885161BA45E3325E2704919C63AC8.apk;9;1;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;3;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;42492;19334;17114;10245;45;6869;2175;82;2027;5
com.binhtinh.iq-08223A801C5111262EEA3C707EF637B567A97A195E56AC5BCADA8656582D3032.apk;9;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;3;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;51240;55660;51343;30244;137;21099;4180;88;2287;5
com.cff_hike.android.communicator-0BBA999EE55A05413D3721EB58E4BEF720E912136A0083B6B54D0C90383B8D62.apk;10;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;3;2;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;64110;3972;1535;1138;458;397;1979;10;3098;0
com.opuin.ear.spy-17F33B81BCEA732B6D8E44A756020215F33A26B107702757CB75F99484AB7224.apk;9;1;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;3;3;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;61289;50273;47577;22121;49;25456;2647;87;2529;5
nithra.game.handcricket-106B942EC501F841D3412F2F2A592D088EF8D15010CF286FA553D448570E2DE4.apk;14;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;9;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;130694;345882;267759;64055;364;203704;77759;59;4465;5
